variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M78.9189T349.93	hilic			0.0649680659703407	0.650170254728134	0	-0.0542655455929086	0.691818653154479	0	-0.0514890272333233	0.776120456170397	0	-0.0672199615324587	0.670244188826608	0	0.13914235540303	0.908702314567563	E	E	E	E	E	E	0	0											M79T350	78.9189107091595	349.92696245606		[M-H-C2H4]- 107.951	4	1	@M80.9169T349.91|-34S|-41K|-37Cl
M80.9169T349.91	hilic			0.06622766078263	0.624514935816753	0	-0.0432771629717692	0.764814651829908	0	-0.0419305889647426	0.80349857535057	0	-0.0519440769716653	0.739084006060805	0	0.182717123254689	0.822984084635735	E	E	E	E	E	E	0	0											M81T350	80.9168539655038	349.909042607193		[M-H]- 81.9236	4	1	@M78.9189T349.93|+34S|+41K|+37Cl
M96.9697T551.14	hilic			-0.128385797309125	0.281525870710156	0	-0.0177276455506714	0.854194286123447	0	-0.0214125727772654	0.893780122873507	0	0.00444428238235162	0.977178732428044	0	1.20381027227469	0.463387277386186	E	E	E	E	E	E	0	0											M97T551	96.9696740564192	551.138954201514		[M-2H]2- 195.955	6	2	@M78.9591T551.17|+(H2O)|@M194.9466T551.35|-(H3PO4)
M176.936T551.14	hilic			-0.157309543907264	0.171611785047206	0	-0.00715984805698611	0.900517379953131	0	0.0174174927202984	0.923892318890311	0	0.00112730640733716	0.999067088710884	0	1.33463831167779	0.0224042985152934	E	E	E	E	E	E	0	0											M177T551	176.936032140632	551.144238051272		[M-H-H20]- 195.955	6	2	@M194.9466T551.35|-(H2O)|@M292.9239T551.11|-(H3PO4)-(H2O)
M196.9509T551.35	hilic			-0.146907554943855	0.192557394371611	0	0.00629879695410551	0.980948522188707	0	0.00327111741354713	0.990972154121863	0	0.00340936592123597	0.990379173769656	0	1.37361793044201	0.160157743504289	E	E	E	E	E	E	0	0											M197T551	196.950869695884	551.352758118147		[M+Cl]- 161.987	6	2	@M194.9466T551.35|+18O|+13C2|@M294.928T551.11|-(H3PO4)
M292.9239T551.11	hilic			-0.166512844169102	0.16021696775639	0	-0.00778068504825669	0.900517379953131	0	-0.000361058580626406	0.996511474486575	0	0.0125712532024984	0.945250161262775	0	1.39432062782679	0.157626645217073	E	E	E	E	E	E	0	0											M293T551	292.923890475268	551.111044054978		[3M-2H]2- 195.955	6	2	@M176.936T551.14|+(H3PO4)+(H2O)|@M194.9466T551.35|+(H3PO4)|@M294.928T551.11|-18O|-13C2|@M390.9009T551.34|-(H3PO4)
M294.928T551.11	hilic			-0.175813176150601	0.132380123064094	0	-0.0297995001458347	0.780477579222893	0	0.00478010083290314	0.988241888836678	0	0.0047875552188259	0.985414441294615	0	1.42207427442716	0.100016178107241	E	E	E	E	E	E	0	0											M295T551	294.927976965647	551.113680446436			6	2	@M196.9509T551.35|+(H3PO4)|@M292.9239T551.11|+18O|+13C2|@M392.9052T551.35|-(H3PO4)
M390.9009T551.34	hilic			-0.184792464808897	0.16397666693242	0	-0.0116331587302057	0.889740226782475	0	-0.0290364959994065	0.881191873557377	0	0.00686807816224899	0.967091624801767	0	1.33268012601475	0.355568714142823	E	E	E	E	E	E	0	0											M391T551	390.900930859561	551.344519237828		[2M-H]- 195.955	6	2	@M292.9239T551.11|+(H3PO4)|@M392.9052T551.35|-18O|-13C2|@M488.8779T551.43|-(H3PO4)
M392.9052T551.35	hilic			-0.197740565013795	0.192349451928177	0	-0.0210693755600211	0.855080465972949	0	-0.0364168111867222	0.851810793848191	0	0.0117677653650397	0.952200986092562	0	1.24799764685732	0.421447352368115	E	E	E	E	E	E	0	0											M393T551	392.905154610542	551.352758118147			6	2	@M294.928T551.11|+(H3PO4)|@M390.9009T551.34|+18O|+13C2
M488.8779T551.43	hilic			-0.165360173042576	0.236702313684968	0	-0.000259249691332286	0.950211775911535	0	-0.0205032758225272	0.914115818098117	0	0.0415479402785159	0.822738895668971	0	1.25248065909207	0.173267987843094	E	E	E	E	E	E	0	0											M489T551	488.877941169011	551.431453991881		[M-H-C6H10O5]- 651.938	6	2	@M390.9009T551.34|+(H3PO4)|@M586.8545T551.46|-(H3PO4)
M586.8545T551.46	hilic			-0.170156073661122	0.250068984848053	0	0.0245282277446108	0.951010167078471	0	-0.0269370295301528	0.88425246949454	0	0.0692639790863545	0.705383141073073	0	1.23175044146545	0.197795159930471	E	E	E	E	E	E	0	0											M587T551	586.854532374553	551.462759079834		[3M-H]- 195.955	6	2	@M488.8779T551.43|+(H3PO4)|@M684.8316T551.51|-(H3PO4)
M684.8316T551.51	hilic			-0.172943726770576	0.367020222022078	0	0.0845958840984942	0.722973595089659	0	-0.0371095065555913	0.852234698249041	0	0.13063819891946	0.4646681232065	0	1.08999282598859	0.179562295627671	E	E	E	E	E	E	0	0											M685T552	684.831589396188	551.511322732834			6	2	@M586.8545T551.46|+(H3PO4)
M81.9911T1000.39	hilic			-0.00395630649618894	0.957489015538823	0	-0.190945571379544	0.245869873363291	0	-0.0558356493683085	0.817848888023884	0	-0.0541336442413964	0.820128111337251	0	0.278202915263452	0.759618183491477	E	E	E	E	E	E	0	0											M82T1000	81.9910838742923	1000.38583534534		[M-H-C3H2O3]- 168.997 [M-H-C3H2O3]- 168.997	31	3	@M100.0017T1000.42|-(H2O)|@M127.9966T1000.57|-(HCOOH)|-(H2O-CO)|@M143.0075T1000.41|-(NH3)-(CO2)|@M143.9915T1000.49|-(H2O)-(CO2)
M100.0017T1000.42	hilic			-0.0295443204057122	0.849580347737309	0	-0.190658748047873	0.211851384765332	0	-0.104604407718075	0.659001481458642	0	-0.0550406806896682	0.816580683050355	0	0.424525384605271	1.12700457803517	E	E	E	E	E	E	0	0											M100T1000	100.001736467965	1000.42415311168		[M-H-COCH2]- 143.015 [M-H-CO2]- 144.999	31	3	@M81.9911T1000.39|+(H2O)|@M127.9966T1000.57|-(CO)|@M134.9733T1000.63|-Cl|-(Cl.)|@M143.0075T1000.41|-(NHCO)|@M143.9915T1000.49|-(CO2)|@M167.989T1000.49|-(HCOONa)|@M178.9631T1000.55|-(PO3)
M127.9966T1000.57	hilic			-0.0591699345758876	0.687301254364161	0	-0.23441571187545	0.132287767702594	0	-0.103199314578594	0.669458687828017	0	-0.104694220986083	0.606637468524397	0	0.506250063190776	1.08262337488106	E	E	E	E	E	E	0	0											M128T1001	127.996629457873	1000.56793459668		[M+Cl]- 93.0249 [M-H-CH2]- 143.015	31	3	@M81.9911T1000.39|+(HCOOH)|+(H2O-CO)|@M100.0017T1000.42|+(CO)
M134.9733T1000.63	hilic			0.00530963989583277	0.994184116025118	0	-0.0936693444021568	0.450386008181037	0	-0.0780720005486426	0.656131102485984	0	-0.0103148967336129	0.967091624801767	0	0.284857124343433	1.28982301473802	E	E	E	E	E	E	0	0											M135T1001	134.973288314692	1000.63404289345		[M-H-CO]- 163.967	31	3	@M100.0017T1000.42|+Cl|+(Cl.)
M139.9944T1000.37	hilic			-0.0390646885422807	0.866589781736096	0	-0.355091572402172	0.163236211960824	0	-0.191439286904037	0.62919773433871	0	-0.135940482547159	0.707782754813325	0	0.388694404790495	1.13526788438636	E	E	E	E	E	E	0	0											M140T1000	139.994377742671	1000.37437785674		[M-H-CO]- 168.997 [M-H-CO]- 168.997	31	3	@M143.0075T1000.41|-13C3|@M143.9915T1000.49|-44Ca|@M167.989T1000.49|-(CO)|@M183T1000.31|-(NHCO)|@M183.984T1000.39|-(CO2)
M140.9783T1000.62	hilic			0.00581228130666744	0.990364029497256	0	-0.117630460986586	0.326923026578457	0	-0.0677228158452685	0.715763515721441	0	0.0217769207738172	0.896845454789292	0	0.118046561952956	0.84131279102103	E	E	E	E	E	E	0	0											M141T1001	140.97828405867	1000.6173688797		[M+Cl]- 106.01	31	3	@M122.9677T1000.49|+(H2O)|@M162.9602T1000.49|-Na
M143.0075T1000.41	hilic			-0.0449242596639188	0.779188468549325	0	-0.1876472061941	0.21145641726677	0	-0.109718907109027	0.643431193066049	0	-0.0555679072604356	0.814699634424774	0	0.500293617308038	1.17724549504447	E	E	E	E	E	E	0	0											M143T1000	143.007530502031	1000.40728372684			31	3	@M81.9911T1000.39|+(NH3)+(CO2)|@M100.0017T1000.42|+(NHCO)|@M139.9944T1000.37|+13C3|@M186.9723T1000.95|-2Na|@M230.9363T1000.7_1|-4Na
M143.9915T1000.49	hilic			-0.0597618852210893	0.709145996257951	0	-0.1748728627799	0.242148662477454	0	-0.122375105450857	0.606596729855374	0	-0.0476625264669366	0.838795170239173	0	0.582500710952977	1.23041188581624	E	E	E	E	E	E	0	0											M144T1000	143.991527712631	1000.48829125675		[M-H]- 144.999	31	3	@M81.9911T1000.39|+(H2O)+(CO2)|@M100.0017T1000.42|+(CO2)|@M139.9944T1000.37|+44Ca|@M165.9734T1000.33|-Na|@M178.9631T1000.55|-Cl|-(Cl.)
M162.9602T1000.49	hilic			-0.0254132706138535	0.87721914663998	0	-0.105536973089734	0.441907847922393	0	-0.0791851780412856	0.693489610022902	0	0.0454705988314288	0.808496102584179	0	0.299217121186325	0.931828822769563	E	E	E	E	E	E	0	0											M163T1000	162.960214947969	1000.48550678493		[M-H]- 163.967	31	3	@M140.9783T1000.62|+Na
M165.9734T1000.33	hilic			-0.048771090341333	0.846564205281978	0	-0.324496090732108	0.196878868124878	0	-0.192570258536971	0.625756539750367	0	-0.108590039890608	0.771792149029331	0	0.429993774307095	1.19826777278121	E	E	E	E	E	E	0	0											M166T1000	165.973439037269	1000.32917547339		[M-2H+Na]- 144.999	31	3	@M122.9677T1000.49|+(NHCO)|@M143.9915T1000.49|+Na|@M167.989T1000.49|-(H2)|@M183T1000.31|-(NH3)|-NH3|@M183.984T1000.39|-(H2O)|@M226.006T1000.41|-(NH3)-(CONH)|@M226.9901T1000.43|-(NH3)-(CO2)|@M227.9741T1000.36|-(H2O)-(CO2)|@M229.9354T1000.47|-(SO2)
M166.9575T1000.61	hilic			-0.0417303861288154	0.724265390502047	0	-0.0931215817250077	0.367234085071616	0	-0.0857065954135763	0.587874602235789	0	-0.0224199982481039	0.898537903490492	0	0.567366478527792	1.34068774504756	E	E	E	E	E	E	0	0											M167T1001	166.957480354046	1000.60601073459	[160][M]-	[M+Cl]- 131.989 [M+Cl]- 131.989	31	3	@M122.9677T1000.49|+(CO2)|@M167.9608T1000.57|-13C|@M168.9617T1000.61_1|-18O|-13C2|@M184.9681T1000.74|-(H2O)|@M188.9395T1000.58|-Na|@M227.9741T1000.36|-(NH3)-(CO2)
M167.989T1000.49	hilic			-0.0582637610771819	0.813872262033113	0	-0.325064136730793	0.178646827930386	0	-0.16972372743701	0.665097419898112	0	-0.111736882088232	0.765634217491933	0	0.436514981069791	1.14933663798105	E	E	E	E	E	E	0	0											M168T1000	167.989022403543	1000.49291271195		[M-H]- 168.997 [M-H]- 168.997	31	3	@M100.0017T1000.42|+(HCOONa)|@M139.9944T1000.37|+(CO)|@M165.9734T1000.33|+(H2)
