variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M96.9695T1	c18acqui			0.0240991243415518	0.966169418158965	0	0.854931311249807	0.0046893931775296	1	0.249830288941123	0.927377543721077	0	0.755238052234265	0.00781211194777316	1	E	E	E	E	E	E	4		M97T59	96.9695346795798	58.7005952843633		[M-H-C2H4]- 126.004	105	1	@M78.959T0.9|+(H2O)|@M154.9282T0.9|-(NaCl)
M156.9252T0.9	c18acqui			0.102873032473154	0.939001787004584	0	0.959614372414272	0.00859859928167046	1	0.34124921225645	0.921104276243884	0	0.915256769082358	0.0094189352779828	1	E	E	E	E	E	E	4		M157T55	156.925209648498	55.245166432733			105	1	@M154.9282T0.9|+34S|+41K|+37Cl|@M214.8839T0.9|-(NaCl)
M212.8868T0.9	c18acqui			0.0894016117833605	0.961809149224792	0	1.0102594162763	0.018793875101708	1	0.259795649029309	0.938090403505687	0	0.971239690818672	0.00938016362166578	1	E	E	E	E	E	E	NA		M213T54	212.886792406645	54.3242759528478			1520	1	@M154.9282T0.9|+(NaCl)|@M214.8839T0.9|-34S|-41K|-37Cl
M214.8839T0.9	c18acqui			0.112446919983084	0.939785329578781	0	1.04754961004967	0.0119462265350872	1	0.307844582355411	0.927377543721077	0	0.916609380543642	0.0135116127764674	1	E	E	E	E	E	E	NA		M215T54	214.883932798882	54.2604707675858		[M+Cl+NH3]- 162.884 [M+Cl]- 179.912	105	1	@M156.9252T0.9|+(NaCl)|@M212.8868T0.9|+34S|+41K|+37Cl
M334.9916T0.9	c18acqui			-0.0692485785947152	0.996064472005994	0	1.03622665063233	0.014071966117185	1	0.136505986722153	0.962534224157586	0	1.02221980949943	0.00305261894700254	1	E	E	E	E	E	E	4		M335T54	334.991568755293	54.4339020099826			105	1	@M154.9282T0.9|+(C6H10O5)+(H2O)
M96.9695T1.2	c18acqui			0.077762420949643	0.939785329578781	0	0.559433526298101	0.0324339942422132	1	0.122031938326813	0.955666313254591	0	0.583614901508771	0.00819489683997253	1	E	E	E	E	E	E	4		M97T72	96.9695092988283	71.832428802054			8	2	@M78.959T1.2|+(H2O)
M80.9651T8.6	c18acqui			0.309064384319713	0.726512739155746	0	0.973843644481994	0.000529128533373436	1	-0.0567230416359674	0.961446668850632	0	1.24940637856599	2.70994821168413e-05	1	E	E	E	E	E	E	4		M81T519	80.9651229406471	518.605866484295		[M-H-CO2]- 125.961	60	3	@M79.9573T8.6|+13C|@M132.0455T8.7|-3(NH3)|@M213.0054T8.7|-(C5H8O4)|@M213.9985T8.7|-(C3H6O3)-(CHNO)
M210.9945T8.6	c18acqui			0.316781506650139	0.726512739155746	0	0.923662736371963	0.00212944949120419	1	0.0078449674171015	0.989931073090859	0	1.27797359633023	4.68010395776249e-05	1	E	E	E	E	E	E	4		M211T519	210.994521805546	518.630621289623			60	3	@M212.0023T8.7|-13C|@M213.0054T8.7|-13C2|-(H2)|@M213.9985T8.7|-13C-37Cl|-13C-18O|-13C-34S
M212.0023T8.7	c18acqui			0.488036729314924	0.726512739155746	0	1.48664816594476	0.000893129266437214	1	0.0343527372731565	0.992304290413791	0	1.83433477712488	7.5644384784952e-05	1	E	E	E	E	E	E	4		M212T520	212.002293157443	519.575395642256	[89][M]-		1078	3	@M79.9573T8.6|+(C5H8O4)|@M132.0455T8.7|+(SO3)|@M210.9945T8.6|+13C|@M213.0054T8.7|-13C|@M213.9985T8.7|-34S|-41K|-37Cl|@M291.959T8.7|-(SO3)
M425.0117T8.6	c18acqui			0.498284653754315	0.726512739155746	0	1.89589397560291	0.000225703355313433	1	0.198163143651456	0.964120173982786	0	2.08077456093087	2.74698926959149e-05	1	E	E	E	E	E	E	4		M425T519	425.011724743013	518.952497359201		[M-H]- 426.019	60	3	@M213.0054T8.7|+(C5H9O7P)|@M446.9938T8.7|-Na|@M462.9675T8.6|-K|@M470.0699T8.7|-(C2H7N)
M446.9938T8.7	c18acqui			0.453771896279818	0.744056428493416	0	1.63091101794819	0.000989142724094734	1	-0.0830252610056448	0.961751785219567	0	2.10692088691328	6.12292866704288e-05	1	E	E	E	E	E	E	4		M447T519	446.993792928942	519.164619711586		[M-2H+Na]- 426.019	60	3	@M425.0117T8.6|+Na
M462.9675T8.6	c18acqui			0.452355755490759	0.726512739155746	0	1.36602925986032	0.000947938912450322	1	0.0898358906782946	0.992304290413791	0	1.56188327687723	6.23889771098316e-05	1	E	E	E	E	E	E	4		M463T518	462.967450991703	518.223241627061			1079	3	@M425.0117T8.6|+K
M470.0699T8.7	c18acqui			0.59277114996957	0.726512739155746	0	2.111457435824	4.34614767889246e-05	1	-0.107593357697599	0.955666313254591	0	2.52896585882906	3.02299037872623e-06	1	E	E	E	E	E	E	4		M470T519	470.0698871956	519.149747379141			60	3	@M425.0117T8.6|+(C2H7N)
M89.0243T1.2	c18acqui			0.176642176827048	0.744056428493416	0	-0.149290086874529	0.393789159194728	0	-0.0410123053633065	0.980664380916502	0	-0.0299154375821082	0.926623157073659	0	E	E	E	E	E	E	4		M89T71	89.0243491336104	71.3080511060262	[2][M]-		8	4	@M90.0277T1.2|-13C
M94.0379T8	c18acqui			0.592668811394013	0.744056428493416	0	-0.65519944773936	0.227889484675172	0	0.417609175258029	0.919153722729841	0	-0.276048325354127	0.532963796408131	0	E	E	E	E	E	E	NA		M94T480	94.0378771419891	479.755001033919	[6][M+1]-		94	5	@M93.0345T8|+13C|@M173.9944T8|-(SO3)
M172.9913T8	c18acqui			0.856858382254094	0.726512739155746	0	-0.867292574765006	0.184521375330255	0	0.838861221151868	0.702387258941106	0	-0.196399867089319	0.724065017258237	0	E	E	E	E	E	E	NA		M173T479	172.991342397511	478.962135934438	[55][M]-	[M+Cl]- 138.025	94	5	@M93.0345T8|+(SO3)|@M173.9944T8|-13C|@M174.9874T8|-34S|-41K|-37Cl
M137.0356T1.2	c18acqui	5-Aminopyridine-3-carboxylic acid	CHEBI:68578	0.10017858421708	0.961809149224792	0	0.184749683335228	0.619687257035036	0	0.507991047900116	0.690906405755556	0	0.0529187216683713	0.945306777167787	0	E	E	E	E	E	E	2	a,b	M137T71	137.035578328491	71.2137695957664			8	6	@M93.0458T1.2|+(CO2)
M115.9206T7.5_1	c18acqui			-0.129877155855294	0.961809149224792	0	0.553591902965936	0.0450280753324736	1	-0.0201850878033465	0.989931073090859	0	0.505395524507527	0.0703863170957525	0	E	E	E	E	E	E	4		M116T452_1	115.920569003448	452.438414701097		[M+Cl]- 80.9477	32	7	@M116.9285T7.5_1|-13C
M116.9285T7.5_1	c18acqui			-0.0284701400890874	0.991047297554756	0	0.665601064653766	0.00734951081278181	1	0.00444451594000661	0.992304290413791	0	0.681751313676976	0.00798418086377128	1	E	E	E	E	E	E	4		M117T452_1	116.928454443286	452.449075866946			32	7	@M99.9257T7.5|+(OH.)|@M115.9206T7.5_1|+13C|@M117.9285T7.5|-13C|-15N
M115.9207T8.6	c18acqui			0.109474200903918	0.831242369901142	0	0.352968018207065	0.0075040589869389	1	-0.156099314477284	0.927377543721077	0	0.399492359544073	0.0578171573614079	0	E	E	E	E	E	E	4		M116T519	115.920651108811	518.583239779087			60	8	@M116.9285T8.6|-13C|@M117.9285T8.6|-18O|-13C2
M116.9285T8.6	c18acqui			0.145935657862507	0.738594734803413	0	0.354045937994286	0.00954670109920492	1	-0.0923611930083137	0.955666313254591	0	0.387955279867787	0.0863387737651779	0	E	E	E	E	E	E	4		M117T519	116.928469821716	518.868958363584			60	8	@M99.9257T8.7|+(OH.)|@M115.9207T8.6|+13C|@M117.9285T8.6|-13C|-15N
M102.0279T1.2	c18acqui			0.457371137252359	0.726512739155746	0	-0.481468632118183	0.172539179859308	0	0.0771148887982225	0.955666313254591	0	-0.617115650989883	0.00256691636168366	1	E	E	E	E	E	E	4		M102T71	102.0278775672	71.3064507701262	[7][M+1]-		8	9	@M101.0243T1.2|+13C
M145.0142T1.2_1	c18acqui			0.466740261210436	0.726512739155746	0	-0.467584742212036	0.149879410382065	0	0.243984819231063	0.827228217284941	0	-0.755517509087053	0.000189258768962936	1	E	E	E	E	E	E	4		M145T71_1	145.01420607273	71.2274569312638			8	9	@M101.0243T1.2|+(CO2)
M146.0458T0.9	c18acqui	L-glutamic acid	CHEBI:16015	0.25281585236255	0.726512739155746	0	-0.105247508706315	0.723731929406332	0	0.0729449369742419	0.938090403505687	0	-0.465042015171576	0.00283901499762896	1	E	E	E	E	E	E	1	a,b,c	M146T54	146.045835760397	54.412537134361	[42][M]-	[M-H-C3H2O3]- 233.055 [M-H-C6H10O5]- 309.106	105	10	@M102.056T0.9|+(CO2)
M102.9567T0.8	c18acqui			0.0502366034809754	0.917955571841759	0	0.0706692392112558	0.478496913749794	0	-0.0835211567674818	0.927377543721077	0	0.00919923697449931	0.941081453376355	0	E	E	E	E	E	E	4		M103T50	102.956730394485	50.3683204829722			44	11	@M104.9538T0.8|-34S|-41K|-37Cl
M108.0536T9.4	c18acqui			0.472846690040573	0.898980986668887	0	-0.0655998737963817	0.975562973615029	0	-0.370239088352474	0.927377543721077	0	1.45581434419466	0.0131023314031243	1	E	E	E	E	E	E	4		M108T564	108.053573443776	563.740761694054	[9][M+1]-		96	12	@M107.0502T9.4|+13C|@M188.0101T9.4|-(SO3)
M187.007T9.4	c18acqui			0.673738223803685	0.863544240381909	0	-0.0273114540553081	0.987745466812931	0	-0.68134348406665	0.919153722729841	0	1.91570040829634	0.0113243818405882	1	E	E	A	E	E	E	4		M187T564	187.007031802144	563.678292095001	[69][M]-	[M+Cl]- 152.041	96	12	@M107.0502T9.4|+(SO3)|@M188.0101T9.4|-13C|@M189.0032T9.4|-34S|-41K|-37Cl
M188.9863T7.5	c18acqui			0.0712181336872888	0.966615787562952	0	0.217780496198985	0.574590680394449	0	-0.58049327627498	0.827228217284941	0	0.0249958837720268	0.942482645005731	0	E	E	E	E	E	E	NA		M189T452	188.98629673665	452.135701036013	[72][M]-	[M-H]- 189.988	32	13	@M109.0294T7.5|+(SO3)
M111.0087T1.2_2	c18acqui			0.267128089416079	0.726512739155746	0	0.188806290310009	0.208422818491657	0	0.0338743604991123	0.978945752261726	0	0.00457708207253305	0.990746099448446	0	E	E	E	E	E	E	NA		M111T72_2	111.008701881015	71.5369075251912	[11][M]-	[M-H]- 112.018 [M-H-H20]- 130.026	8	14	@M112.0121T1.2_1|-13C|@M129.0193T1.2_1|-(H2O)
M173.0819T9.1	c18acqui			0.0603410677505778	0.940939090760306	0	-0.00224305636427147	0.995137782930934	0	0.186495506888974	0.927377543721077	0	-0.0844849634520042	0.767090742294928	0	E	E	E	E	E	E	NA		M173T548	173.081871034696	548.340830466104	[56][M]-		129	15	@M111.0815T9.1|+(H2O)+(CO2)
M114.934T8.4	c18acqui			0.238834044843051	0.851901789201778	0	-0.0831274965384665	0.861238574661484	0	0.0606772997162217	0.980664380916502	0	-0.144248202607224	0.715088181961483	0	E	E	E	E	E	E	NA		M115T502	114.934042286944	502.114231227306			1806	16	@M116.9284T8.4|-34S|-41K|-37Cl
M115.9206T8.4	c18acqui			0.247100015116823	0.746948429923191	0	0.0835694644708855	0.732876714566397	0	0.150787952994003	0.955666313254591	0	-0.0865155904314179	0.842424949100781	0	E	E	E	E	E	E	NA		M116T502	115.920610060723	502.310769924515			136	16	@M116.9284T8.4|-13C
M116.9284T8.4	c18acqui			0.326338240806047	0.734432278114685	0	-0.0285559819225298	0.992236671441545	0	0.210473712355922	0.927493712342244	0	-0.148026677156203	0.680453271982197	0	E	E	E	E	E	E	NA		M117T502	116.928439959678	502.460370984149		[M-H-CO]- 145.931	136	16	@M114.934T8.4|+34S|+41K|+37Cl|@M115.9206T8.4|+13C|@M117.9286T8.4|-13C|-15N
M133.0142T1.2	c18acqui			0.47722160463665	0.398887183059123	0	0.234350988795072	0.256987499456303	0	0.0771706785290398	0.961751785219567	0	0.0374455965916383	0.920902828488336	0	E	E	E	E	E	E	NA		M133T71	133.014222797696	70.7607900457254		[M-H+HCOOH]- 88.0176	8	17	@M115.0036T1.2|+(H2O)|@M135.0186T1.2|-18O|-13C2
M115.9206T7.9	c18acqui			0.276497023942225	0.831242369901142	0	0.281668471828022	0.369330493163657	0	0.311492129516145	0.927377543721077	0	0.431510321942993	0.285340680054151	0	E	E	E	E	E	E	NA		M116T476	115.920593543884	476.029095748172			201	18	@M116.9284T7.9|-13C
M116.9284T7.9	c18acqui			0.309102109405575	0.765766645412486	0	0.324941129686136	0.311343338270379	0	0.3927539695293	0.919153722729841	0	0.429104964380949	0.307685627397542	0	E	E	E	E	E	E	NA		M117T476	116.928440213309	476.249196843817			2087	18	@M115.9206T7.9|+13C
M115.9206T9.4	c18acqui			0.077779490264053	0.898980986668887	0	-0.0602416030779143	0.695748719627857	0	-0.072230512536704	0.931952346840226	0	0.119074082046474	0.315639792724894	0	E	E	E	E	E	E	NA		M116T564	115.920637606379	564.47061808701			1434	19	@M116.9284T9.4|-13C
M116.9284T9.4	c18acqui			0.123406267263999	0.831242369901142	0	-0.0759649591055283	0.657404863801479	0	-0.0178692188617724	0.980664380916502	0	0.111577351225383	0.390276891437403	0	E	E	E	E	E	E	NA		M117T564	116.92844442669	564.120896469118			96	19	@M115.9206T9.4|+13C
M115.9206T9	c18acqui			0.034536283015024	0.965937712453553	0	-0.0627257563861434	0.646566552913526	0	-0.0889865057049324	0.955666313254591	0	-0.0730698728268457	0.753624372128642	0	E	E	E	E	E	E	NA		M116T538	115.920616032899	538.265050993291			1830	20	@M116.9284T9|-13C
M116.9284T9	c18acqui			0.0577240353826305	0.917955571841759	0	-0.0516496051042132	0.707123872882782	0	-0.0950475061646774	0.942909642837556	0	-0.101872038607789	0.598763881075942	0	E	E	E	E	E	E	NA		M117T538	116.928439018344	537.642956508352			1831	20	@M115.9206T9|+13C
M203.0826T7.5	c18acqui	L-Tryptophan	CHEBI:27897	0.0293647322415325	0.961809149224792	0	0.536847400216622	0.00553732510200649	1	-0.0118414685178614	0.988473922660318	0	0.4840110807238	0.00956670530555884	1	E	E	E	E	E	E	1	a,b,c	M203T452	203.082596203659	452.39203297335	[83][M]-	[M-H]- 204.091	32	21	@M116.0505T7.5_2|+(C3H5NO2)|@M159.0927T7.5|+(CO2)|@M204.0858T7.5|-13C
M130.0622T1	c18acqui			0.179776134782191	0.746948429923191	0	-0.254319840895015	0.107361570322147	0	0.288428010689618	0.551731972372634	0	-0.270828389870285	0.0602608476893225	0	E	E	E	E	E	E	4		M130T58	130.06215420357	58.1451779251806		[M-H]- 131.071	105	22	@M166.0389T1|-(HCl)
M130.0661T10.3	c18acqui			1.32960618578856	0.135275158856442	0	0.201317635538539	0.600376340868616	0	0.596250887213758	0.827228217284941	0	-0.0118103100860054	0.959570919969984	0	B	A	A	E	E	E	NA		M130T617	130.066098800329	616.98031454028			1705	23	@M174.056T10.3|-(CO2)
M158.9785T0.7	c18acqui			0.11877158200906	0.744056428493416	0	0.0928589951236738	0.396572308844014	0	-0.0490414687948793	0.961446668850632	0	0.026107997780958	0.882979882481202	0	E	E	E	E	E	E	NA		M159T43	158.978495667859	43.4268570318642			90	24	@M130.9836T0.7_2|+(CO)|@M159.9798T0.7|-13C|-15N
M178.0509T8.4	c18acqui			0.804779992271685	0.840704476869237	0	-0.281517874467477	0.857647037995086	0	0.432833013646858	0.927377543721077	0	-0.484539998005809	0.459001217798097	0	E	E	E	E	E	E	NA		M178T502	178.050932788848	502.310769924515	[59][M]-	[M-H]- 179.058	136	25	@M134.061T8.4|+(CO2)|@M179.0544T8.4|-13C
M174.9561T0.7_1	c18acqui			0.131424009887287	0.898980986668887	0	-0.143808814426272	0.484050259508479	0	0.00634156402944797	0.992304290413791	0	-0.224616907858255	0.210977055962305	0	E	E	E	E	E	E	NA		M175T43_1	174.956064601078	43.1329798232198	[58][M]-		90	26	@M146.9611T0.7_2|+(CO)
M189.0081T0.7	c18acqui			0.0887957483480033	0.937277311573367	0	-0.154186047022106	0.420558921385206	0	-0.0269473176999586	0.99181225481747	0	-0.232937750577632	0.177604362796476	0	E	E	E	E	E	E	NA		M189T43	189.008139348729	43.1423333026378		[M-H]- 190.015	90	26	@M146.9611T0.7_2|+(C3H6)
M157.0367T1	c18acqui			0.344725650790831	0.338992723661698	0	-0.12635265764732	0.565178742252041	0	0.42311116516354	0.0892167901732147	0	-0.0324635729510518	0.788466610506639	0	E	E	E	S	E	E	NA		M157T58	157.036674398529	58.3268445715955			105	27	@M193.0134T1_2|-(HCl)
